ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0030687	preribosome, large subunit precursor	5/74	15/1315	0.000950984994935836	0.00995364294699509	0.00814176627243312	SSF1/DBP3/RSA3/ARX1/BUD20	5
CC	GO:0031461	cullin-RING ubiquitin ligase complex	6/74	24/1315	0.00155097077823325	0.0152189007614138	0.0124485812463458	CDH1/CDC26/RTT107/ELA1/MND2/SWM1	6
CC	GO:0000446	nucleoplasmic THO complex	2/74	2/1315	0.0031263202365864	0.0221423426579225	0.018111738546876	MFT1/THP2	2
CC	GO:0000817	COMA complex	2/74	2/1315	0.0031263202365864	0.0221423426579225	0.018111738546876	CTF19/MCM21	2
CC	GO:0032040	small-subunit processome	2/74	2/1315	0.0031263202365864	0.0221423426579225	0.018111738546876	BUD21/HMO1	2
CC	GO:0033061	DNA recombinase mediator complex	2/74	2/1315	0.0031263202365864	0.0221423426579225	0.018111738546876	RAD57/RAD55	2
CC	GO:0033062	Rhp55-Rhp57 complex	2/74	2/1315	0.0031263202365864	0.0221423426579225	0.018111738546876	RAD57/RAD55	2
CC	GO:0043564	Ku70:Ku80 complex	2/74	2/1315	0.0031263202365864	0.0221423426579225	0.018111738546876	YKU70/YKU80	2
CC	GO:0000152	nuclear ubiquitin ligase complex	4/74	12/1315	0.00324378268237082	0.0221423426579225	0.018111738546876	CDH1/CDC26/MND2/SWM1	4
CC	GO:0000781	chromosome, telomeric region	8/74	50/1315	0.00541400874857034	0.0354166405635643	0.0289696959353325	RRP8/IES3/CGI121/EST1/MFT1/YKU70/YKU80/MRC1	8
CC	GO:0005657	replication fork	5/74	22/1315	0.00611033436168906	0.0383728997914073	0.0313878228263606	RMI1/CTF18/MRC1/POL32/RAD55	5
CC	GO:0000346	transcription export complex	2/74	3/1315	0.00903608933575429	0.0489195181280491	0.0400146242817431	MFT1/THP2	2
CC	GO:0000347	THO complex	2/74	3/1315	0.00903608933575429	0.0489195181280491	0.0400146242817431	MFT1/THP2	2
CC	GO:0000445	THO complex part of transcription export complex	2/74	3/1315	0.00903608933575429	0.0489195181280491	0.0400146242817431	MFT1/THP2	2
CC	GO:0031422	RecQ family helicase-topoisomerase III complex	2/74	3/1315	0.00903608933575429	0.0489195181280491	0.0400146242817431	RMI1/TOP3	2
